frame_number,near_player_original_box,near_player_reference_point,near_player_height_meters,near_player_action,far_player_original_box,far_player_reference_point,far_player_height_meters,far_player_action,ball_original_box,ball_reference_point,ball_height,ball_horizontal_velocity,ball_vertical_velocity,ball_action
295,"[921, 697, 1054, 951]","(205, 771)",1.75,1,"[879, 158, 935, 276]","(180, 54)",1.92,0,"[1100, 816, 1120, 836]","(230, 757)",0.61,32.33,3.87,2
296,"[919, 696, 1045, 948]","(204, 769)",1.74,0,"[882, 157, 939, 275]","(181, 51)",1.93,0,"[1108, 716, 1131, 740]","(233, 724)",0.75,31.43,3.46,4
297,"[914, 695, 1027, 946]","(202, 768)",1.73,0,"[884, 156, 945, 274]","(183, 49)",1.93,0,"[1115, 651, 1142, 680]","(236, 692)",0.87,30.59,3.06,4
298,"[912, 686, 1013, 946]","(200, 768)",1.8,0,"[887, 157, 955, 274]","(186, 49)",1.92,0,"[1121, 590, 1143, 612]","(238, 661)",0.98,29.78,2.66,4
299,"[912, 689, 1002, 945]","(199, 768)",1.77,0,"[890, 159, 962, 274]","(188, 49)",1.88,0,"[1128, 531, 1150, 555]","(241, 631)",1.07,29.02,2.26,4
300,"[909, 691, 995, 943]","(198, 767)",1.75,0,"[892, 161, 969, 275]","(189, 51)",1.86,0,"[1135, 495, 1150, 511]","(244, 602)",1.14,28.29,1.87,4
301,"[903, 691, 996, 941]","(198, 766)",1.73,0,"[892, 166, 974, 275]","(191, 51)",1.78,0,"[1137, 458, 1155, 476]","(247, 573)",1.2,27.61,1.47,4
302,"[904, 690, 1001, 935]","(198, 763)",1.71,0,"[892, 170, 976, 274]","(191, 49)",1.7,0,"[1141, 424, 1159, 442]","(249, 545)",1.24,26.95,1.08,4
303,"[903, 689, 1009, 932]","(199, 762)",1.7,0,"[892, 172, 977, 274]","(191, 49)",1.67,0,"[1145, 394, 1162, 412]","(252, 518)",1.27,26.32,0.69,4
304,"[905, 687, 1014, 928]","(200, 760)",1.69,0,"[892, 172, 977, 274]","(191, 49)",1.67,0,"[1147, 370, 1167, 390]","(254, 492)",1.28,25.73,0.29,4
305,"[902, 685, 1019, 924]","(200, 758)",1.68,0,"[892, 171, 977, 274]","(191, 49)",1.69,0,"[1151, 354, 1170, 373]","(257, 465)",1.28,25.15,-0.1,4
306,"[893, 684, 1023, 924]","(199, 758)",1.69,0,"[896, 170, 980, 274]","(193, 49)",1.7,0,"[1151, 334, 1175, 359]","(259, 440)",1.26,24.61,-0.49,4
307,"[886, 684, 1031, 923]","(199, 758)",1.68,0,"[904, 168, 985, 274]","(195, 49)",1.74,0,"[1156, 329, 1170, 344]","(262, 415)",1.22,24.09,-0.88,4
308,"[883, 686, 1035, 924]","(200, 758)",1.68,0,"[917, 167, 993, 274]","(200, 48)",1.75,0,"[1152, 311, 1181, 341]","(264, 391)",1.17,23.58,-1.27,4
309,"[879, 689, 1037, 927]","(199, 760)",1.67,0,"[933, 167, 1002, 274]","(205, 48)",1.75,0,"[1157, 308, 1177, 329]","(266, 367)",1.11,23.1,-1.67,4
310,"[878, 693, 1037, 932]","(199, 762)",1.67,0,"[949, 164, 1008, 273]","(210, 46)",1.79,0,"[1159, 305, 1177, 324]","(268, 343)",1.03,22.64,-2.05,4
311,"[877, 695, 1038, 937]","(199, 764)",1.69,0,"[956, 162, 1016, 273]","(213, 46)",1.82,0,"[1161, 301, 1182, 321]","(270, 321)",0.93,22.2,-2.44,4
312,"[877, 696, 1038, 941]","(199, 766)",1.7,0,"[961, 161, 1024, 273]","(216, 46)",1.84,0,"[1162, 299, 1186, 323]","(273, 298)",0.81,21.77,-2.83,4
313,"[877, 694, 1037, 943]","(199, 767)",1.72,0,"[966, 159, 1034, 273]","(219, 46)",1.87,0,"[1162, 299, 1186, 323]","(275, 276)",0.69,21.36,-3.21,4
314,"[878, 691, 1033, 944]","(199, 767)",1.75,0,"[972, 159, 1048, 270]","(224, 38)",1.83,0,"[1162, 297, 1189, 327]","(277, 254)",0.54,20.97,-3.6,4
315,"[878, 687, 1026, 944]","(198, 767)",1.78,0,"[983, 158, 1056, 270]","(227, 38)",1.85,0,"[1162, 300, 1189, 331]","(279, 233)",0.38,20.59,-3.98,4
316,"[878, 684, 1016, 943]","(198, 767)",1.79,0,"[994, 161, 1065, 273]","(231, 45)",1.84,0,"[1163, 305, 1190, 335]","(281, 212)",0.21,20.22,-4.36,4
317,"[880, 681, 1003, 942]","(196, 766)",1.81,0,"[1010, 163, 1075, 276]","(237, 53)",1.84,0,"[1163, 313, 1189, 339]","(283, 192)",0.02,19.86,-4.73,4
318,"[880, 680, 992, 940]","(196, 766)",1.81,0,"[1025, 165, 1083, 277]","(242, 55)",1.82,0,"[1167, 318, 1189, 340]","(285, 172)",0.0,10.65,4.29,3
319,"[872, 681, 983, 941]","(194, 766)",1.8,0,"[1037, 168, 1089, 277]","(245, 55)",1.77,0,"[1166, 298, 1190, 324]","(287, 161)",0.16,10.55,3.88,4
320,"[857, 683, 977, 943]","(192, 767)",1.8,0,"[1046, 168, 1097, 277]","(249, 55)",1.77,0,"[1166, 279, 1190, 305]","(289, 150)",0.29,10.45,3.48,4
321,"[838, 688, 976, 945]","(190, 768)",1.78,0,"[1049, 170, 1111, 278]","(253, 57)",1.75,0,"[1167, 266, 1191, 291]","(291, 140)",0.42,10.36,3.07,4
322,"[823, 693, 975, 948]","(189, 769)",1.76,0,"[1052, 168, 1125, 277]","(256, 55)",1.77,0,"[1167, 251, 1189, 274]","(294, 129)",0.52,10.26,2.67,4
323,"[816, 697, 976, 951]","(188, 771)",1.75,0,"[1054, 168, 1136, 277]","(259, 55)",1.77,0,"[1166, 237, 1191, 267]","(296, 119)",0.62,10.17,2.28,4
324,"[813, 699, 975, 953]","(188, 771)",1.74,0,"[1056, 168, 1143, 277]","(261, 55)",1.77,0,"[1168, 229, 1190, 251]","(298, 109)",0.69,10.08,1.88,4
325,"[812, 699, 975, 953]","(188, 771)",1.74,0,"[1059, 168, 1147, 276]","(262, 52)",1.76,0,"[1167, 218, 1190, 241]","(300, 99)",0.75,9.99,1.48,4
326,"[812, 698, 975, 953]","(188, 771)",1.75,0,"[1065, 168, 1148, 275]","(264, 50)",1.75,0,"[1168, 210, 1191, 234]","(302, 89)",0.79,9.91,1.09,4
327,"[812, 696, 972, 952]","(188, 771)",1.76,0,"[1075, 167, 1149, 275]","(266, 50)",1.76,0,"[1168, 205, 1191, 228]","(304, 79)",0.82,9.82,0.7,4
328,"[813, 693, 966, 951]","(187, 771)",1.77,0,"[1087, 167, 1152, 274]","(270, 47)",1.75,0,"[1157, 209, 1176, 229]","(306, 69)",0.83,9.74,0.3,4
329,"[811, 692, 957, 950]","(186, 770)",1.78,0,"[1102, 168, 1158, 274]","(274, 47)",1.74,1,"[1169, 202, 1189, 222]","(309, 60)",0.92,30.97,2.77,0
330,"[805, 693, 946, 953]","(185, 771)",1.79,0,"[1113, 168, 1159, 273]","(277, 44)",1.72,0,"[1135, 216, 1153, 236]","(299, 90)",1.01,30.15,2.37,4
331,"[791, 696, 931, 957]","(182, 773)",1.79,0,"[1119, 168, 1165, 272]","(280, 42)",1.71,0,"[1125, 219, 1143, 239]","(291, 119)",1.09,29.37,1.97,4
332,"[774, 701, 919, 965]","(180, 777)",1.79,0,"[1121, 168, 1175, 273]","(282, 44)",1.72,0,"[1115, 222, 1134, 242]","(282, 147)",1.16,28.62,1.58,4
333,"[757, 708, 916, 972]","(178, 780)",1.78,0,"[1124, 171, 1188, 273]","(285, 44)",1.67,0,"[1111, 227, 1125, 244]","(274, 175)",1.2,27.92,1.18,4
334,"[739, 717, 914, 978]","(177, 782)",1.75,0,"[1128, 173, 1200, 273]","(289, 44)",1.64,0,"[1091, 231, 1118, 260]","(265, 202)",1.24,27.25,0.79,4
335,"[725, 725, 913, 980]","(175, 783)",1.71,0,"[1134, 175, 1206, 273]","(291, 44)",1.61,0,"[1076, 250, 1095, 269]","(257, 229)",1.25,26.61,0.4,4
336,"[713, 730, 913, 981]","(174, 784)",1.68,0,"[1138, 175, 1209, 273]","(293, 44)",1.61,0,"[1060, 260, 1077, 279]","(249, 255)",1.25,26.0,0.01,4
337,"[704, 732, 913, 981]","(173, 784)",1.67,0,"[1144, 175, 1209, 272]","(294, 41)",1.59,0,"[1039, 269, 1069, 296]","(242, 280)",1.24,25.41,-0.39,4
338,"[699, 732, 912, 980]","(173, 783)",1.66,0,"[1146, 174, 1210, 272]","(295, 41)",1.61,0,"[1018, 291, 1044, 315]","(234, 305)",1.21,24.86,-0.78,4
339,"[697, 731, 900, 979]","(172, 783)",1.67,0,"[1146, 173, 1209, 272]","(295, 41)",1.63,0,"[1004, 309, 1026, 331]","(227, 329)",1.16,24.32,-1.17,4
340,"[696, 729, 880, 979]","(170, 783)",1.68,0,"[1145, 172, 1209, 271]","(295, 39)",1.63,0,"[989, 331, 1004, 347]","(220, 352)",1.1,23.81,-1.56,4
341,"[695, 725, 850, 978]","(167, 782)",1.7,0,"[1146, 170, 1209, 270]","(295, 36)",1.65,0,"[967, 342, 997, 370]","(213, 376)",1.02,23.32,-1.95,4
342,"[694, 721, 813, 978]","(164, 782)",1.73,0,"[1144, 168, 1209, 270]","(295, 36)",1.68,0,"[945, 378, 968, 401]","(206, 398)",0.93,22.85,-2.34,4
343,"[685, 717, 778, 977]","(160, 782)",1.75,0,"[1142, 165, 1208, 269]","(294, 34)",1.72,0,"[921, 410, 944, 433]","(199, 421)",0.82,22.4,-2.73,4
344,"[671, 713, 760, 974]","(157, 781)",1.76,0,"[1139, 163, 1208, 269]","(293, 34)",1.75,0,"[898, 440, 922, 463]","(193, 442)",0.69,21.97,-3.11,4
345,"[659, 710, 748, 969]","(155, 778)",1.75,0,"[1136, 161, 1206, 269]","(293, 34)",1.79,0,"[878, 467, 902, 490]","(186, 464)",0.55,21.55,-3.49,4
346,"[650, 708, 738, 966]","(153, 777)",1.75,0,"[1133, 158, 1200, 269]","(290, 34)",1.84,0,"[867, 492, 884, 509]","(180, 485)",0.4,21.15,-3.88,4
347,"[628, 707, 728, 963]","(150, 776)",1.74,0,"[1131, 156, 1192, 270]","(288, 36)",1.88,0,"[842, 524, 861, 545]","(174, 505)",0.23,20.76,-4.25,4
348,"[611, 706, 719, 962]","(148, 775)",1.74,0,"[1128, 155, 1184, 269]","(286, 34)",1.89,0,"[822, 563, 837, 579]","(167, 526)",0.04,20.39,-4.63,4
349,"[605, 707, 711, 961]","(147, 775)",1.73,0,"[1125, 154, 1172, 268]","(283, 31)",1.89,0,"[800, 592, 816, 609]","(162, 546)",0.0,16.42,4.0,1
350,"[600, 707, 703, 961]","(145, 775)",1.73,0,"[1123, 154, 1164, 269]","(281, 34)",1.9,0,"[775, 585, 805, 620]","(158, 562)",0.14,16.19,3.59,4
351,"[592, 707, 696, 962]","(144, 775)",1.74,0,"[1119, 156, 1158, 269]","(278, 34)",1.87,0,"[758, 593, 782, 620]","(154, 578)",0.27,15.96,3.19,4
352,"[584, 707, 689, 962]","(143, 775)",1.74,0,"[1113, 158, 1155, 269]","(277, 34)",1.84,0,"[737, 597, 762, 624]","(150, 594)",0.38,15.74,2.79,4
353,"[577, 707, 683, 962]","(142, 775)",1.74,0,"[1104, 159, 1155, 269]","(275, 34)",1.82,0,"[725, 610, 739, 627]","(146, 609)",0.48,15.52,2.39,4
354,"[570, 706, 676, 962]","(141, 775)",1.74,0,"[1094, 161, 1155, 269]","(272, 34)",1.79,0,"[699, 623, 714, 640]","(142, 625)",0.56,15.31,1.99,4
355,"[563, 706, 670, 963]","(139, 776)",1.75,0,"[1086, 163, 1155, 269]","(271, 34)",1.75,0,"[679, 634, 695, 652]","(138, 640)",0.62,15.11,1.6,4
356,"[555, 705, 664, 962]","(138, 775)",1.75,0,"[1081, 162, 1155, 271]","(270, 39)",1.8,0,"[655, 644, 678, 669]","(135, 655)",0.67,14.91,1.2,4
357,"[546, 703, 659, 961]","(137, 775)",1.76,0,"[1077, 162, 1155, 272]","(269, 42)",1.81,0,"[634, 660, 656, 682]","(131, 670)",0.7,14.71,0.81,4
358,"[536, 706, 656, 960]","(136, 774)",1.73,0,"[1076, 161, 1153, 272]","(268, 42)",1.82,0,"[609, 677, 636, 703]","(128, 684)",0.72,14.53,0.42,4
359,"[527, 705, 655, 958]","(135, 774)",1.73,0,"[1075, 160, 1149, 272]","(267, 42)",1.84,0,"[586, 707, 607, 729]","(124, 699)",0.72,14.34,0.03,4
360,"[515, 710, 653, 957]","(133, 773)",1.69,0,"[1075, 158, 1140, 273]","(265, 45)",1.89,0,"[562, 735, 583, 757]","(121, 713)",0.71,14.16,-0.37,4
361,"[516, 714, 651, 954]","(133, 772)",1.65,0,"[1072, 157, 1130, 273]","(262, 45)",1.9,0,"[540, 761, 561, 783]","(117, 727)",0.68,13.99,-0.76,4
362,"[526, 716, 649, 950]","(134, 770)",1.61,0,"[1068, 156, 1120, 273]","(259, 45)",1.92,0,"[520, 784, 541, 806]","(114, 741)",0.63,13.82,-1.15,4
363,"[538, 719, 645, 945]","(134, 768)",1.56,1,"[1065, 155, 1109, 274]","(256, 47)",1.95,0,"[508, 804, 523, 822]","(111, 755)",0.68,24.9,4.94,2
364,"[538, 721, 640, 938]","(133, 765)",1.51,0,"[1060, 155, 1101, 274]","(253, 47)",1.95,0,"[563, 737, 587, 763]","(117, 730)",0.86,24.36,4.53,4
365,"[536, 722, 649, 929]","(133, 760)",1.45,0,"[1057, 155, 1096, 274]","(251, 47)",1.95,0,"[606, 685, 638, 719]","(123, 706)",1.03,23.85,4.12,4
366,"[536, 721, 659, 923]","(134, 758)",1.42,0,"[1047, 156, 1092, 275]","(248, 50)",1.94,0,"[646, 646, 676, 678]","(129, 683)",1.17,23.36,3.71,4
367,"[537, 720, 669, 917]","(135, 755)",1.4,0,"[1034, 159, 1087, 276]","(244, 53)",1.91,0,"[697, 602, 718, 626]","(135, 660)",1.31,22.89,3.31,4
368,"[542, 712, 676, 912]","(135, 752)",1.42,0,"[1023, 162, 1083, 278]","(241, 58)",1.88,0,"[723, 574, 747, 598]","(141, 637)",1.42,22.44,2.9,4
369,"[542, 704, 682, 907]","(136, 750)",1.45,0,"[1014, 167, 1082, 279]","(239, 60)",1.82,0,"[756, 538, 781, 565]","(147, 615)",1.52,22.0,2.5,4
370,"[531, 700, 687, 905]","(135, 749)",1.47,0,"[1010, 172, 1082, 279]","(238, 60)",1.73,0,"[788, 515, 806, 535]","(153, 593)",1.61,21.58,2.11,4
371,"[520, 696, 692, 903]","(134, 748)",1.49,0,"[1009, 176, 1082, 280]","(238, 63)",1.68,0,"[816, 490, 833, 509]","(158, 572)",1.68,21.18,1.71,4
372,"[513, 692, 695, 905]","(134, 749)",1.53,0,"[1008, 179, 1080, 279]","(237, 60)",1.62,0,"[834, 471, 856, 493]","(164, 551)",1.73,20.79,1.32,4
373,"[511, 688, 696, 907]","(134, 750)",1.57,0,"[1009, 179, 1078, 280]","(237, 63)",1.63,0,"[856, 454, 878, 477]","(169, 531)",1.76,20.41,0.92,4
374,"[515, 685, 704, 909]","(135, 751)",1.6,0,"[1009, 178, 1077, 280]","(237, 63)",1.65,0,"[877, 438, 899, 461]","(175, 511)",1.79,20.05,0.53,4
375,"[529, 683, 711, 910]","(137, 751)",1.62,0,"[1009, 177, 1077, 280]","(237, 63)",1.67,0,"[897, 423, 919, 445]","(180, 491)",1.79,19.71,0.14,4
376,"[547, 682, 715, 909]","(139, 751)",1.62,0,"[1010, 174, 1078, 280]","(237, 63)",1.71,0,"[916, 408, 938, 430]","(185, 472)",1.78,19.37,-0.25,4
377,"[557, 682, 719, 909]","(141, 751)",1.62,0,"[1013, 173, 1079, 280]","(238, 63)",1.73,0,"[935, 393, 957, 416]","(190, 452)",1.76,19.04,-0.65,4
378,"[560, 681, 724, 909]","(141, 751)",1.63,0,"[1018, 171, 1081, 280]","(239, 63)",1.76,0,"[953, 379, 975, 402]","(195, 434)",1.71,18.73,-1.04,4
379,"[561, 680, 728, 910]","(142, 751)",1.64,0,"[1024, 171, 1084, 282]","(241, 68)",1.79,0,"[970, 367, 992, 389]","(200, 415)",1.66,18.42,-1.43,4
380,"[562, 677, 734, 911]","(143, 752)",1.67,0,"[1031, 170, 1086, 284]","(243, 72)",1.83,0,"[985, 355, 1007, 378]","(204, 397)",1.58,18.13,-1.82,4
381,"[562, 674, 740, 911]","(143, 752)",1.69,0,"[1037, 170, 1088, 285]","(244, 75)",1.84,0,"[995, 345, 1022, 371]","(209, 379)",1.5,17.84,-2.21,4
382,"[561, 671, 746, 911]","(143, 752)",1.71,0,"[1039, 171, 1090, 285]","(245, 75)",1.83,0,"[1014, 346, 1028, 363]","(214, 362)",1.39,17.57,-2.6,4
383,"[565, 668, 751, 912]","(144, 752)",1.74,0,"[1039, 172, 1091, 285]","(246, 75)",1.81,0,"[1019, 338, 1045, 363]","(218, 344)",1.27,17.3,-2.98,4
384,"[577, 665, 753, 913]","(146, 753)",1.76,0,"[1040, 174, 1094, 285]","(246, 75)",1.78,0,"[1028, 334, 1052, 359]","(223, 327)",1.14,17.04,-3.37,4
385,"[599, 662, 755, 913]","(148, 753)",1.78,0,"[1040, 175, 1098, 285]","(247, 75)",1.76,0,"[1039, 333, 1062, 357]","(227, 310)",0.99,16.79,-3.75,4
386,"[627, 660, 757, 913]","(151, 753)",1.8,0,"[1040, 177, 1101, 286]","(248, 77)",1.74,0,"[1048, 332, 1071, 356]","(232, 294)",0.82,16.54,-4.13,4
387,"[646, 657, 757, 914]","(152, 753)",1.83,0,"[1043, 178, 1104, 286]","(249, 77)",1.73,0,"[1059, 333, 1078, 353]","(236, 277)",0.64,16.3,-4.5,4
388,"[657, 657, 757, 918]","(154, 755)",1.85,0,"[1045, 179, 1107, 286]","(250, 77)",1.71,0,"[1065, 327, 1093, 359]","(240, 261)",0.45,16.07,-4.88,4
389,"[668, 658, 760, 923]","(155, 758)",1.87,0,"[1048, 181, 1108, 287]","(251, 80)",1.69,0,"[1074, 333, 1097, 357]","(244, 246)",0.24,15.85,-5.25,4
390,"[677, 660, 776, 928]","(157, 760)",1.88,0,"[1051, 183, 1111, 287]","(252, 80)",1.66,0,"[1081, 334, 1105, 360]","(248, 230)",0.01,15.63,-5.62,4
391,"[685, 662, 792, 931]","(160, 761)",1.88,0,"[1054, 184, 1115, 288]","(253, 82)",1.66,0,"[1089, 338, 1112, 363]","(253, 215)",0.0,7.69,2.9,3
392,"[692, 663, 801, 932]","(161, 762)",1.88,0,"[1056, 186, 1116, 289]","(254, 84)",1.64,0,"[1093, 327, 1118, 354]","(255, 207)",0.1,7.64,2.5,4
393,"[700, 662, 805, 931]","(162, 761)",1.88,0,"[1058, 187, 1117, 291]","(254, 89)",1.65,0,"[1099, 321, 1118, 340]","(257, 199)",0.18,7.59,2.1,4
394,"[708, 661, 808, 928]","(163, 760)",1.87,0,"[1059, 186, 1119, 291]","(255, 89)",1.66,0,"[1103, 308, 1122, 329]","(259, 192)",0.25,7.54,1.71,4
395,"[716, 660, 816, 925]","(165, 759)",1.86,0,"[1061, 186, 1120, 293]","(255, 94)",1.69,0,"[1110, 302, 1123, 317]","(261, 184)",0.3,7.49,1.31,4
396,"[725, 660, 828, 924]","(166, 758)",1.86,0,"[1063, 183, 1121, 296]","(255, 101)",1.77,0,"[1080, 341, 1095, 357]","(263, 177)",0.34,7.44,0.92,4
397,"[733, 661, 853, 925]","(170, 759)",1.86,0,"[1064, 183, 1122, 299]","(256, 108)",1.81,0,"[1052, 380, 1067, 397]","(265, 170)",0.36,7.39,0.53,4
398,"[736, 663, 870, 928]","(171, 760)",1.86,0,"[1065, 184, 1125, 301]","(256, 112)",1.82,0,"[1025, 419, 1040, 436]","(267, 162)",0.37,7.34,0.13,4
399,"[737, 665, 878, 931]","(172, 761)",1.86,0,"[1066, 186, 1127, 301]","(257, 112)",1.78,0,"[998, 457, 1013, 474]","(269, 155)",0.36,7.29,-0.26,4
400,"[737, 666, 881, 930]","(173, 761)",1.85,0,"[1068, 199, 1129, 301]","(257, 112)",1.58,0,"[972, 495, 987, 511]","(271, 148)",0.33,7.25,-0.65,4
401,"[739, 664, 882, 928]","(173, 760)",1.85,0,"[1068, 206, 1132, 301]","(258, 112)",1.47,0,"[947, 531, 962, 547]","(273, 141)",0.29,7.2,-1.04,4
402,"[742, 661, 883, 925]","(173, 759)",1.86,0,"[1069, 211, 1127, 301]","(257, 112)",1.4,0,"[923, 566, 938, 582]","(275, 134)",0.23,7.16,-1.43,4
403,"[755, 658, 885, 919]","(174, 756)",1.85,0,"[1068, 214, 1121, 301]","(256, 112)",1.35,1,"[1130, 270, 1150, 290]","(277, 127)",0.26,21.49,5.98,0
404,"[770, 657, 894, 915]","(176, 754)",1.83,0,"[1068, 215, 1119, 301]","(255, 112)",1.33,0,"[877, 631, 892, 647]","(272, 148)",0.48,21.09,5.56,4
405,"[784, 657, 911, 911]","(179, 752)",1.81,0,"[1064, 216, 1118, 300]","(255, 110)",1.31,0,"[856, 661, 871, 677]","(267, 169)",0.69,20.7,5.14,4
406,"[797, 659, 934, 909]","(182, 751)",1.78,0,"[1066, 214, 1118, 300]","(255, 110)",1.34,0,"[837, 688, 852, 704]","(262, 189)",0.88,20.33,4.72,4
407,"[803, 664, 951, 908]","(185, 750)",1.74,0,"[1067, 210, 1118, 300]","(255, 110)",1.4,0,"[823, 708, 840, 726]","(258, 210)",1.05,19.98,4.31,4
408,"[805, 669, 961, 908]","(186, 750)",1.71,0,"[1046, 206, 1121, 301]","(251, 112)",1.47,0,"[849, 636, 871, 658]","(253, 229)",1.21,19.63,3.9,4
409,"[806, 677, 967, 910]","(186, 751)",1.66,0,"[1039, 202, 1123, 302]","(250, 115)",1.55,0,"[878, 569, 900, 591]","(249, 249)",1.34,19.29,3.5,4
410,"[808, 684, 969, 910]","(187, 751)",1.61,0,"[1035, 196, 1125, 302]","(250, 115)",1.64,0,"[906, 504, 928, 527]","(244, 268)",1.47,18.97,3.09,4
411,"[809, 689, 969, 910]","(187, 751)",1.58,0,"[1032, 190, 1127, 302]","(250, 115)",1.73,0,"[932, 443, 954, 465]","(240, 287)",1.58,18.66,2.69,4
412,"[809, 689, 969, 909]","(187, 751)",1.57,0,"[1030, 187, 1127, 301]","(249, 112)",1.77,0,"[956, 386, 978, 408]","(236, 305)",1.67,18.36,2.29,4
413,"[808, 688, 967, 907]","(186, 750)",1.57,0,"[1028, 185, 1125, 300]","(249, 110)",1.79,0,"[978, 334, 1000, 357]","(231, 324)",1.74,18.06,1.9,4
414,"[807, 686, 964, 906]","(186, 750)",1.57,0,"[1025, 184, 1121, 299]","(247, 108)",1.79,0,"[994, 293, 1021, 320]","(227, 342)",1.8,17.78,1.5,4
415,"[808, 684, 954, 906]","(185, 750)",1.59,0,"[1023, 183, 1116, 298]","(246, 106)",1.8,0,"[986, 307, 1002, 325]","(223, 359)",1.85,17.51,1.11,4
416,"[807, 684, 940, 907]","(184, 750)",1.59,0,"[1021, 181, 1109, 298]","(244, 106)",1.83,0,"[971, 311, 998, 338]","(219, 377)",1.88,17.24,0.72,4
417,"[800, 685, 923, 909]","(182, 751)",1.6,0,"[1021, 179, 1104, 298]","(243, 106)",1.86,0,"[963, 326, 977, 341]","(215, 394)",1.89,16.98,0.32,4
418,"[792, 686, 919, 912]","(181, 752)",1.61,0,"[1021, 178, 1097, 298]","(242, 106)",1.87,0,"[945, 327, 974, 358]","(212, 411)",1.89,16.73,-0.07,4
419,"[788, 689, 917, 915]","(180, 754)",1.6,0,"[1021, 176, 1093, 298]","(241, 106)",1.9,0,"[934, 349, 953, 369]","(208, 427)",1.87,16.49,-0.46,4
420,"[786, 691, 915, 919]","(180, 756)",1.61,0,"[1021, 174, 1089, 298]","(240, 106)",1.94,0,"[919, 357, 945, 384]","(204, 444)",1.83,16.25,-0.85,4
421,"[785, 693, 915, 924]","(180, 758)",1.63,0,"[1021, 173, 1085, 298]","(239, 106)",1.95,0,"[914, 375, 931, 393]","(200, 460)",1.79,16.02,-1.24,4
422,"[784, 694, 915, 930]","(180, 761)",1.65,0,"[1018, 173, 1084, 298]","(239, 106)",1.95,0,"[896, 397, 915, 417]","(197, 476)",1.72,15.8,-1.63,4
423,"[784, 694, 915, 935]","(180, 763)",1.68,0,"[1016, 173, 1083, 297]","(238, 103)",1.94,0,"[882, 419, 901, 440]","(193, 492)",1.64,15.58,-2.02,4
424,"[784, 694, 912, 938]","(180, 765)",1.7,0,"[1015, 173, 1082, 296]","(238, 101)",1.93,0,"[868, 440, 887, 460]","(190, 507)",1.54,15.37,-2.41,4
425,"[783, 694, 906, 940]","(179, 766)",1.71,0,"[1012, 172, 1080, 294]","(237, 96)",1.92,0,"[856, 459, 875, 479]","(186, 522)",1.43,15.16,-2.8,4
426,"[781, 692, 899, 940]","(178, 766)",1.72,0,"[1010, 170, 1078, 293]","(236, 94)",1.94,0,"[846, 473, 867, 496]","(183, 537)",1.3,14.96,-3.18,4
427,"[777, 691, 888, 940]","(177, 766)",1.73,0,"[1009, 168, 1072, 292]","(235, 92)",1.96,0,"[836, 497, 855, 517]","(179, 552)",1.16,14.77,-3.57,4
428,"[771, 689, 876, 940]","(175, 766)",1.74,0,"[1008, 165, 1067, 292]","(233, 92)",2.01,0,"[817, 509, 853, 549]","(176, 567)",1.0,14.58,-3.95,4
429,"[765, 687, 869, 941]","(174, 766)",1.76,0,"[1007, 163, 1060, 291]","(232, 90)",2.03,0,"[810, 549, 833, 573]","(172, 582)",0.83,14.39,-4.33,4
430,"[760, 687, 864, 943]","(173, 767)",1.77,0,"[1005, 162, 1054, 291]","(230, 90)",2.04,0,"[799, 578, 819, 601]","(169, 596)",0.64,14.21,-4.7,4
431,"[755, 687, 859, 944]","(172, 767)",1.78,0,"[1004, 162, 1049, 291]","(229, 90)",2.04,0,"[787, 609, 807, 630]","(166, 610)",0.44,14.04,-5.07,4
432,"[753, 686, 856, 945]","(172, 768)",1.79,0,"[1003, 163, 1046, 290]","(228, 87)",2.01,0,"[771, 645, 795, 670]","(163, 624)",0.22,13.87,-5.44,4
433,"[751, 685, 851, 945]","(171, 768)",1.8,0,"[1002, 164, 1043, 290]","(227, 87)",2.0,0,"[759, 661, 784, 686]","(160, 638)",-0.01,13.7,-5.81,4
434,"[748, 685, 848, 945]","(171, 768)",1.8,0,"[1000, 166, 1041, 290]","(227, 87)",1.97,0,"[750, 726, 770, 746]","(157, 652)",0.0,10.25,4.0,1
435,"[746, 685, 844, 945]","(170, 768)",1.8,0,"[999, 167, 1039, 289]","(226, 85)",1.94,0,"[739, 692, 763, 718]","(155, 662)",0.14,10.16,3.59,4
436,"[746, 684, 841, 944]","(170, 767)",1.8,0,"[998, 168, 1037, 290]","(225, 87)",1.93,0,"[730, 706, 755, 732]","(154, 672)",0.27,10.07,3.19,4
437,"[743, 682, 837, 945]","(169, 768)",1.82,0,"[998, 169, 1036, 290]","(225, 87)",1.92,0,"[724, 717, 749, 743]","(152, 682)",0.38,9.98,2.79,4
438,"[740, 683, 835, 945]","(169, 768)",1.81,0,"[997, 170, 1035, 289]","(225, 85)",1.89,0,"[716, 718, 743, 748]","(151, 693)",0.48,9.89,2.39,4
439,"[735, 683, 832, 944]","(168, 767)",1.81,0,"[996, 171, 1033, 288]","(224, 82)",1.86,0,"[712, 728, 733, 749]","(150, 703)",0.56,9.81,1.99,4
440,"[729, 686, 830, 943]","(167, 767)",1.78,0,"[993, 171, 1031, 285]","(224, 75)",1.83,0,"[705, 733, 724, 753]","(149, 713)",0.62,9.72,1.6,4
441,"[722, 687, 828, 943]","(167, 767)",1.77,0,"[987, 169, 1029, 285]","(222, 75)",1.86,0,"[696, 740, 716, 761]","(147, 722)",0.67,9.64,1.2,4
