frame_number,near_player_id,near_player_original_box,near_player_reference_point,near_player_action,near_player_net_clearance,far_player_id,far_player_original_box,far_player_reference_point,far_player_action,far_player_net_clearance,ball_id,ball_original_box,ball_reference_point,ball_height,ball_horizontal_velocity,ball_vertical_velocity,ball_action
276,1,"[983, 742, 1172, 992]","(220, 788)",0,0.0,2,"[775, 168, 855, 279]","(142, 62)",0,0.0,1,"[885, 395, 908, 419]","(176, 418)",0.87,24.43,-2.11,4
277,1,"[982, 738, 1172, 991]","(220, 788)",0,0.0,2,"[778, 167, 859, 278]","(143, 60)",0,0.0,1,"[898, 429, 921, 453]","(180, 443)",0.77,23.91,-2.5,4
278,1,"[981, 735, 1170, 988]","(220, 787)",0,0.0,2,"[782, 167, 862, 278]","(144, 60)",0,0.0,1,"[909, 459, 932, 483]","(184, 467)",0.65,23.42,-2.89,4
279,1,"[981, 732, 1160, 986]","(219, 786)",0,0.0,2,"[789, 166, 865, 277]","(146, 57)",0,0.0,1,"[920, 485, 940, 506]","(188, 490)",0.52,22.94,-3.27,4
280,1,"[981, 729, 1142, 986]","(217, 786)",0,0.0,2,"[799, 164, 869, 276]","(149, 55)",0,0.0,1,"[926, 514, 949, 537]","(192, 513)",0.38,22.49,-3.66,4
281,1,"[980, 725, 1124, 983]","(216, 785)",0,0.0,2,"[809, 163, 873, 276]","(152, 54)",0,0.0,1,"[937, 545, 963, 570]","(196, 536)",0.21,22.05,-4.04,4
282,1,"[972, 723, 1119, 980]","(215, 783)",0,0.0,2,"[820, 161, 878, 276]","(155, 54)",0,0.0,1,"[949, 576, 975, 601]","(200, 558)",0.04,21.63,-4.41,4
283,1,"[962, 721, 1110, 975]","(213, 781)",0,0.0,2,"[827, 159, 880, 277]","(157, 57)",0,0.0,1,"[963, 629, 983, 649]","(204, 580)",0.0,15.77,3.61,1
284,1,"[952, 721, 1105, 969]","(212, 779)",0,0.0,2,"[833, 158, 883, 278]","(159, 59)",0,0.0,1,"[969, 625, 998, 652]","(206, 595)",0.13,15.55,3.21,4
285,1,"[944, 722, 1097, 967]","(210, 778)",0,0.0,2,"[840, 157, 886, 278]","(161, 59)",0,0.0,1,"[984, 634, 1000, 652]","(208, 611)",0.24,15.34,2.81,4
286,1,"[937, 723, 1097, 966]","(210, 777)",0,0.0,2,"[850, 158, 890, 278]","(164, 59)",0,0.0,1,"[994, 637, 1014, 656]","(210, 627)",0.34,15.14,2.41,4
287,1,"[933, 725, 1096, 966]","(209, 777)",0,0.0,2,"[855, 160, 894, 278]","(166, 59)",0,0.0,1,"[1002, 645, 1024, 669]","(213, 642)",0.42,14.94,2.01,4
288,1,"[935, 726, 1109, 965]","(211, 777)",0,0.0,2,"[860, 161, 902, 278]","(169, 59)",0,0.0,1,"[1017, 659, 1035, 676]","(215, 657)",0.48,14.74,1.61,4
289,1,"[936, 727, 1102, 965]","(210, 777)",0,0.0,2,"[865, 163, 916, 278]","(173, 59)",0,0.0,1,"[1023, 668, 1048, 695]","(217, 672)",0.53,14.55,1.22,4
290,1,"[936, 724, 1093, 964]","(209, 776)",0,0.0,2,"[869, 163, 925, 279]","(176, 61)",0,0.0,1,"[1039, 688, 1056, 707]","(219, 687)",0.56,14.37,0.83,4
291,1,"[935, 722, 1076, 963]","(208, 776)",0,0.0,2,"[872, 163, 931, 278]","(177, 59)",0,0.0,1,"[1049, 707, 1070, 728]","(221, 701)",0.58,14.19,0.43,4
292,1,"[934, 718, 1066, 963]","(207, 776)",0,0.0,2,"[873, 162, 933, 278]","(178, 59)",0,0.0,1,"[1065, 733, 1080, 749]","(223, 715)",0.58,14.01,0.04,4
293,1,"[934, 711, 1054, 960]","(206, 775)",0,0.0,2,"[873, 160, 935, 278]","(179, 59)",0,0.0,1,"[1072, 755, 1094, 776]","(225, 730)",0.57,13.84,-0.35,4
294,1,"[928, 703, 1051, 956]","(205, 773)",0,0.0,2,"[876, 159, 935, 278]","(179, 59)",0,0.0,1,"[1088, 786, 1108, 807]","(227, 744)",0.54,13.68,-0.74,4
295,1,"[921, 697, 1054, 951]","(205, 771)",1,1.2,2,"[879, 158, 935, 276]","(180, 54)",0,0.0,1,"[1101, 818, 1121, 838]","(230, 757)",0.59,32.33,3.89,2
296,1,"[919, 696, 1045, 948]","(204, 769)",0,0.0,2,"[882, 157, 939, 275]","(181, 51)",0,0.0,1,"[1108, 716, 1131, 740]","(233, 724)",0.73,31.43,3.48,4
297,1,"[914, 695, 1027, 946]","(202, 768)",0,0.0,2,"[884, 156, 945, 274]","(183, 49)",0,0.0,1,"[1115, 651, 1142, 680]","(236, 692)",0.85,30.59,3.08,4
298,1,"[912, 686, 1013, 946]","(200, 768)",0,0.0,2,"[887, 157, 955, 274]","(186, 49)",0,0.0,1,"[1121, 590, 1143, 612]","(238, 661)",0.96,29.78,2.68,4
299,1,"[912, 689, 1002, 945]","(199, 768)",0,0.0,2,"[890, 159, 962, 274]","(188, 49)",0,0.0,1,"[1128, 531, 1150, 555]","(241, 631)",1.05,29.02,2.28,4
300,1,"[909, 691, 995, 943]","(198, 767)",0,0.0,2,"[892, 161, 969, 275]","(189, 51)",0,0.0,1,"[1135, 495, 1150, 511]","(244, 602)",1.13,28.29,1.89,4
301,1,"[903, 691, 996, 941]","(198, 766)",0,0.0,2,"[892, 166, 974, 275]","(191, 51)",0,0.0,1,"[1137, 458, 1155, 476]","(247, 573)",1.19,27.61,1.49,4
302,1,"[904, 690, 1001, 935]","(198, 763)",0,0.0,2,"[892, 170, 976, 274]","(191, 49)",0,0.0,1,"[1141, 424, 1159, 442]","(249, 545)",1.23,26.95,1.1,4
303,1,"[903, 689, 1009, 932]","(199, 762)",0,0.0,2,"[892, 172, 977, 274]","(191, 49)",0,0.0,1,"[1145, 394, 1162, 412]","(252, 518)",1.26,26.32,0.7,4
304,1,"[905, 687, 1014, 928]","(200, 760)",0,0.0,2,"[892, 172, 977, 274]","(191, 49)",0,0.0,1,"[1147, 370, 1167, 390]","(254, 492)",1.27,25.73,0.31,4
305,1,"[902, 685, 1019, 924]","(200, 758)",0,0.0,2,"[892, 171, 977, 274]","(191, 49)",0,0.0,1,"[1151, 354, 1170, 373]","(257, 465)",1.27,25.15,-0.08,4
306,1,"[893, 684, 1023, 924]","(199, 758)",0,0.0,2,"[896, 170, 980, 274]","(193, 49)",0,0.0,1,"[1151, 334, 1175, 359]","(259, 440)",1.25,24.61,-0.47,4
307,1,"[886, 684, 1031, 923]","(199, 758)",0,0.0,2,"[904, 168, 985, 274]","(195, 49)",0,0.0,1,"[1156, 329, 1170, 344]","(262, 415)",1.21,24.09,-0.86,4
308,1,"[883, 686, 1035, 924]","(200, 758)",0,0.0,2,"[917, 167, 993, 274]","(200, 48)",0,0.0,1,"[1152, 311, 1181, 341]","(264, 391)",1.16,23.58,-1.26,4
309,1,"[879, 689, 1037, 927]","(199, 760)",0,0.0,2,"[933, 167, 1002, 274]","(205, 48)",0,0.0,1,"[1157, 308, 1177, 329]","(266, 367)",1.1,23.1,-1.65,4
310,1,"[878, 693, 1037, 932]","(199, 762)",0,0.0,2,"[949, 164, 1008, 273]","(210, 46)",0,0.0,1,"[1159, 305, 1177, 324]","(268, 343)",1.02,22.64,-2.04,4
311,1,"[877, 695, 1038, 937]","(199, 764)",0,0.0,2,"[956, 162, 1016, 273]","(213, 46)",0,0.0,1,"[1161, 301, 1182, 321]","(270, 321)",0.92,22.2,-2.42,4
312,1,"[877, 696, 1038, 941]","(199, 766)",0,0.0,2,"[961, 161, 1024, 273]","(216, 46)",0,0.0,1,"[1162, 299, 1186, 323]","(273, 298)",0.81,21.77,-2.81,4
313,1,"[877, 694, 1037, 943]","(199, 767)",0,0.0,2,"[966, 159, 1034, 273]","(219, 46)",0,0.0,1,"[1162, 299, 1186, 323]","(275, 276)",0.68,21.36,-3.2,4
314,1,"[878, 691, 1033, 944]","(199, 767)",0,0.0,2,"[972, 159, 1048, 270]","(224, 38)",0,0.0,1,"[1162, 297, 1189, 327]","(277, 254)",0.54,20.97,-3.58,4
315,1,"[878, 687, 1026, 944]","(198, 767)",0,0.0,2,"[983, 158, 1056, 270]","(227, 38)",0,0.0,1,"[1162, 300, 1189, 331]","(279, 233)",0.38,20.59,-3.96,4
316,1,"[878, 684, 1016, 943]","(198, 767)",0,0.0,2,"[994, 161, 1065, 273]","(231, 45)",0,0.0,1,"[1163, 305, 1190, 335]","(281, 212)",0.2,20.22,-4.34,4
317,1,"[880, 681, 1003, 942]","(196, 766)",0,0.0,2,"[1010, 163, 1075, 276]","(237, 53)",0,0.0,1,"[1163, 313, 1189, 339]","(283, 192)",0.02,19.86,-4.71,4
318,1,"[880, 680, 992, 940]","(196, 766)",0,0.0,2,"[1025, 165, 1083, 277]","(242, 55)",0,0.0,1,"[1167, 318, 1189, 340]","(285, 172)",0.0,10.7,4.04,3
319,1,"[872, 681, 983, 941]","(194, 766)",0,0.0,2,"[1037, 168, 1089, 277]","(245, 55)",0,0.0,1,"[1166, 298, 1190, 324]","(287, 161)",0.15,10.6,3.63,4
320,1,"[857, 683, 977, 943]","(192, 767)",0,0.0,2,"[1046, 168, 1097, 277]","(249, 55)",0,0.0,1,"[1166, 279, 1190, 305]","(289, 150)",0.27,10.5,3.23,4
321,1,"[838, 688, 976, 945]","(190, 768)",0,0.0,2,"[1049, 170, 1111, 278]","(253, 57)",0,0.0,1,"[1167, 266, 1191, 291]","(291, 140)",0.39,10.41,2.83,4
322,1,"[823, 693, 975, 948]","(189, 769)",0,0.0,2,"[1052, 168, 1125, 277]","(256, 55)",0,0.0,1,"[1167, 251, 1189, 274]","(293, 129)",0.48,10.31,2.43,4
323,1,"[816, 697, 976, 951]","(188, 771)",0,0.0,2,"[1054, 168, 1136, 277]","(259, 55)",0,0.0,1,"[1166, 237, 1191, 267]","(295, 119)",0.57,10.22,2.03,4
324,1,"[813, 699, 975, 953]","(188, 771)",0,0.0,2,"[1056, 168, 1143, 277]","(261, 55)",0,0.0,1,"[1168, 229, 1190, 251]","(297, 109)",0.63,10.13,1.64,4
325,1,"[812, 699, 975, 953]","(188, 771)",0,0.0,2,"[1059, 168, 1147, 276]","(262, 52)",0,0.0,1,"[1167, 218, 1190, 241]","(299, 98)",0.68,10.04,1.24,4
326,1,"[812, 698, 975, 953]","(188, 771)",0,0.0,2,"[1065, 168, 1148, 275]","(264, 50)",0,0.0,1,"[1168, 210, 1191, 234]","(301, 88)",0.72,9.95,0.85,4
327,1,"[812, 696, 972, 952]","(188, 771)",0,0.0,2,"[1075, 167, 1149, 275]","(266, 50)",0,0.0,1,"[1168, 205, 1191, 228]","(303, 78)",0.73,9.86,0.46,4
328,1,"[813, 693, 966, 951]","(187, 771)",0,0.0,2,"[1087, 167, 1152, 274]","(270, 47)",0,0.0,1,"[1157, 209, 1176, 229]","(305, 68)",0.74,9.78,0.06,4
329,1,"[811, 692, 957, 950]","(186, 770)",0,0.0,2,"[1102, 168, 1158, 274]","(274, 47)",1,0.83,1,"[1168, 209, 1188, 229]","(307, 60)",0.81,30.92,2.91,0
330,1,"[805, 693, 946, 953]","(185, 771)",0,0.0,2,"[1113, 168, 1159, 273]","(277, 44)",0,0.0,1,"[1135, 216, 1153, 236]","(298, 90)",0.91,30.1,2.51,4
331,1,"[791, 696, 931, 957]","(182, 773)",0,0.0,2,"[1119, 168, 1165, 272]","(280, 42)",0,0.0,1,"[1125, 219, 1143, 239]","(289, 119)",0.99,29.32,2.11,4
332,1,"[774, 701, 919, 965]","(180, 777)",0,0.0,2,"[1121, 168, 1175, 273]","(282, 44)",0,0.0,1,"[1115, 222, 1134, 242]","(280, 147)",1.06,28.58,1.72,4
333,1,"[757, 708, 916, 972]","(178, 780)",0,0.0,2,"[1124, 171, 1188, 273]","(285, 44)",0,0.0,1,"[1111, 227, 1125, 244]","(272, 175)",1.12,27.88,1.32,4
334,1,"[739, 717, 914, 978]","(177, 782)",0,0.0,2,"[1128, 173, 1200, 273]","(289, 44)",0,0.0,1,"[1091, 231, 1118, 260]","(264, 202)",1.15,27.21,0.93,4
335,1,"[725, 725, 913, 980]","(175, 783)",0,0.0,2,"[1134, 175, 1206, 273]","(291, 44)",0,0.0,1,"[1076, 250, 1095, 269]","(256, 229)",1.18,26.57,0.54,4
336,1,"[713, 730, 913, 981]","(174, 784)",0,0.0,2,"[1138, 175, 1209, 273]","(293, 44)",0,0.0,1,"[1060, 260, 1077, 279]","(248, 255)",1.18,25.96,0.14,4
337,1,"[704, 732, 913, 981]","(173, 784)",0,0.0,2,"[1144, 175, 1209, 272]","(294, 41)",0,0.0,1,"[1039, 269, 1069, 296]","(241, 280)",1.17,25.38,-0.25,4
338,1,"[699, 732, 912, 980]","(173, 783)",0,0.0,2,"[1146, 174, 1210, 272]","(295, 41)",0,0.0,1,"[1018, 291, 1044, 315]","(233, 305)",1.15,24.82,-0.64,4
339,1,"[697, 731, 900, 979]","(172, 783)",0,0.0,2,"[1146, 173, 1209, 272]","(295, 41)",0,0.0,1,"[1004, 309, 1026, 331]","(226, 329)",1.1,24.29,-1.03,4
340,1,"[696, 729, 880, 979]","(170, 783)",0,0.0,2,"[1145, 172, 1209, 271]","(295, 39)",0,0.0,1,"[989, 331, 1004, 347]","(219, 352)",1.05,23.78,-1.42,4
341,1,"[695, 725, 850, 978]","(167, 782)",0,0.0,2,"[1146, 170, 1209, 270]","(295, 36)",0,0.0,1,"[967, 342, 997, 370]","(212, 376)",0.97,23.29,-1.81,4
342,1,"[694, 721, 813, 978]","(164, 782)",0,0.0,2,"[1144, 168, 1209, 270]","(295, 36)",0,0.0,1,"[945, 378, 968, 401]","(205, 398)",0.89,22.83,-2.2,4
343,1,"[685, 717, 778, 977]","(160, 782)",0,0.0,2,"[1142, 165, 1208, 269]","(294, 34)",0,0.0,1,"[921, 410, 944, 433]","(199, 421)",0.78,22.37,-2.59,4
344,1,"[671, 713, 760, 974]","(157, 781)",0,0.0,2,"[1139, 163, 1208, 269]","(293, 34)",0,0.0,1,"[898, 440, 922, 463]","(192, 442)",0.66,21.94,-2.98,4
345,1,"[659, 710, 748, 969]","(155, 778)",0,0.0,2,"[1136, 161, 1206, 269]","(293, 34)",0,0.0,1,"[878, 467, 902, 490]","(186, 464)",0.53,21.52,-3.36,4
346,1,"[650, 708, 738, 966]","(153, 777)",0,0.0,2,"[1133, 158, 1200, 269]","(290, 34)",0,0.0,1,"[867, 492, 884, 509]","(180, 485)",0.38,21.12,-3.74,4
347,1,"[628, 707, 728, 963]","(150, 776)",0,0.0,2,"[1131, 156, 1192, 270]","(288, 36)",0,0.0,1,"[842, 524, 861, 545]","(173, 505)",0.21,20.74,-4.12,4
348,1,"[611, 706, 719, 962]","(148, 775)",0,0.0,2,"[1128, 155, 1184, 269]","(286, 34)",0,0.0,1,"[822, 563, 837, 579]","(167, 526)",0.04,20.36,-4.5,4
349,1,"[605, 707, 711, 961]","(147, 775)",0,0.0,2,"[1125, 154, 1172, 268]","(283, 31)",0,0.0,1,"[800, 592, 816, 609]","(162, 546)",0.0,16.42,4.0,1
350,1,"[600, 707, 703, 961]","(145, 775)",0,0.0,2,"[1123, 154, 1164, 269]","(281, 34)",0,0.0,1,"[775, 585, 805, 620]","(158, 562)",0.14,16.19,3.59,4
351,1,"[592, 707, 696, 962]","(144, 775)",0,0.0,2,"[1119, 156, 1158, 269]","(278, 34)",0,0.0,1,"[758, 593, 782, 620]","(154, 578)",0.27,15.96,3.19,4
352,1,"[584, 707, 689, 962]","(143, 775)",0,0.0,2,"[1113, 158, 1155, 269]","(277, 34)",0,0.0,1,"[737, 597, 762, 624]","(150, 594)",0.38,15.74,2.79,4
353,1,"[577, 707, 683, 962]","(142, 775)",0,0.0,2,"[1104, 159, 1155, 269]","(275, 34)",0,0.0,1,"[725, 610, 739, 627]","(146, 609)",0.48,15.52,2.39,4
354,1,"[570, 706, 676, 962]","(141, 775)",0,0.0,2,"[1094, 161, 1155, 269]","(272, 34)",0,0.0,1,"[699, 623, 714, 640]","(142, 625)",0.56,15.31,1.99,4
355,1,"[563, 706, 670, 963]","(139, 776)",0,0.0,2,"[1086, 163, 1155, 269]","(271, 34)",0,0.0,1,"[679, 634, 695, 652]","(138, 640)",0.62,15.11,1.6,4
356,1,"[555, 705, 664, 962]","(138, 775)",0,0.0,2,"[1081, 162, 1155, 271]","(270, 39)",0,0.0,1,"[655, 644, 678, 669]","(135, 655)",0.67,14.91,1.2,4
357,1,"[546, 703, 659, 961]","(137, 775)",0,0.0,2,"[1077, 162, 1155, 272]","(269, 42)",0,0.0,1,"[634, 660, 656, 682]","(131, 670)",0.7,14.71,0.81,4
358,1,"[536, 706, 656, 960]","(136, 774)",0,0.0,2,"[1076, 161, 1153, 272]","(268, 42)",0,0.0,1,"[609, 677, 636, 703]","(128, 684)",0.72,14.53,0.42,4
359,1,"[527, 705, 655, 958]","(135, 774)",0,0.0,2,"[1075, 160, 1149, 272]","(267, 42)",0,0.0,1,"[586, 707, 607, 729]","(124, 699)",0.72,14.34,0.03,4
360,1,"[515, 710, 653, 957]","(133, 773)",0,0.0,2,"[1075, 158, 1140, 273]","(265, 45)",0,0.0,1,"[562, 735, 583, 757]","(121, 713)",0.71,14.16,-0.37,4
361,1,"[516, 714, 651, 954]","(133, 772)",0,0.0,2,"[1072, 157, 1130, 273]","(262, 45)",0,0.0,1,"[540, 761, 561, 783]","(117, 727)",0.68,13.99,-0.76,4
362,1,"[526, 716, 649, 950]","(134, 770)",0,0.0,2,"[1068, 156, 1120, 273]","(259, 45)",0,0.0,1,"[520, 784, 541, 806]","(114, 741)",0.63,13.82,-1.15,4
363,1,"[538, 719, 645, 945]","(134, 768)",1,1.64,2,"[1065, 155, 1109, 274]","(256, 47)",0,0.0,1,"[508, 804, 523, 822]","(111, 755)",0.68,24.9,4.94,2
364,1,"[538, 721, 640, 938]","(133, 765)",0,0.0,2,"[1060, 155, 1101, 274]","(253, 47)",0,0.0,1,"[563, 737, 587, 763]","(117, 730)",0.86,24.36,4.53,4
365,1,"[536, 722, 649, 929]","(133, 760)",0,0.0,2,"[1057, 155, 1096, 274]","(251, 47)",0,0.0,1,"[606, 685, 638, 719]","(123, 706)",1.03,23.85,4.12,4
366,1,"[536, 721, 659, 923]","(134, 758)",0,0.0,2,"[1047, 156, 1092, 275]","(248, 50)",0,0.0,1,"[646, 646, 676, 678]","(129, 683)",1.17,23.36,3.71,4
367,1,"[537, 720, 669, 917]","(135, 755)",0,0.0,2,"[1034, 159, 1087, 276]","(244, 53)",0,0.0,1,"[697, 602, 718, 626]","(135, 660)",1.31,22.89,3.31,4
368,1,"[542, 712, 676, 912]","(135, 752)",0,0.0,2,"[1023, 162, 1083, 278]","(241, 58)",0,0.0,1,"[723, 574, 747, 598]","(141, 637)",1.42,22.44,2.9,4
369,1,"[542, 704, 682, 907]","(136, 750)",0,0.0,2,"[1014, 167, 1082, 279]","(239, 60)",0,0.0,1,"[756, 538, 781, 565]","(147, 615)",1.52,22.0,2.5,4
370,1,"[531, 700, 687, 905]","(135, 749)",0,0.0,2,"[1010, 172, 1082, 279]","(238, 60)",0,0.0,1,"[788, 515, 806, 535]","(153, 593)",1.61,21.58,2.11,4
371,1,"[520, 696, 692, 903]","(134, 748)",0,0.0,2,"[1009, 176, 1082, 280]","(238, 63)",0,0.0,1,"[816, 490, 833, 509]","(158, 572)",1.68,21.18,1.71,4
372,1,"[513, 692, 695, 905]","(134, 749)",0,0.0,2,"[1008, 179, 1080, 279]","(237, 60)",0,0.0,1,"[834, 471, 856, 493]","(164, 551)",1.73,20.79,1.32,4
373,1,"[511, 688, 696, 907]","(134, 750)",0,0.0,2,"[1009, 179, 1078, 280]","(237, 63)",0,0.0,1,"[856, 454, 878, 477]","(169, 531)",1.76,20.41,0.92,4
374,1,"[515, 685, 704, 909]","(135, 751)",0,0.0,2,"[1009, 178, 1077, 280]","(237, 63)",0,0.0,1,"[877, 438, 899, 461]","(175, 511)",1.79,20.05,0.53,4
375,1,"[529, 683, 711, 910]","(137, 751)",0,0.0,2,"[1009, 177, 1077, 280]","(237, 63)",0,0.0,1,"[897, 423, 919, 445]","(180, 491)",1.79,19.71,0.14,4
376,1,"[547, 682, 715, 909]","(139, 751)",0,0.0,2,"[1010, 174, 1078, 280]","(237, 63)",0,0.0,1,"[916, 408, 938, 430]","(185, 472)",1.78,19.37,-0.25,4
377,1,"[557, 682, 719, 909]","(141, 751)",0,0.0,2,"[1013, 173, 1079, 280]","(238, 63)",0,0.0,1,"[935, 393, 957, 416]","(190, 452)",1.76,19.04,-0.65,4
378,1,"[560, 681, 724, 909]","(141, 751)",0,0.0,2,"[1018, 171, 1081, 280]","(239, 63)",0,0.0,1,"[953, 379, 975, 402]","(195, 434)",1.71,18.73,-1.04,4
379,1,"[561, 680, 728, 910]","(142, 751)",0,0.0,2,"[1024, 171, 1084, 282]","(241, 68)",0,0.0,1,"[970, 367, 992, 389]","(200, 415)",1.66,18.42,-1.43,4
380,1,"[562, 677, 734, 911]","(143, 752)",0,0.0,2,"[1031, 170, 1086, 284]","(243, 72)",0,0.0,1,"[985, 355, 1007, 378]","(204, 397)",1.58,18.13,-1.82,4
381,1,"[562, 674, 740, 911]","(143, 752)",0,0.0,2,"[1037, 170, 1088, 285]","(244, 75)",0,0.0,1,"[995, 345, 1022, 371]","(209, 379)",1.5,17.84,-2.21,4
382,1,"[561, 671, 746, 911]","(143, 752)",0,0.0,2,"[1039, 171, 1090, 285]","(245, 75)",0,0.0,1,"[1014, 346, 1028, 363]","(214, 362)",1.39,17.57,-2.6,4
383,1,"[565, 668, 751, 912]","(144, 752)",0,0.0,2,"[1039, 172, 1091, 285]","(246, 75)",0,0.0,1,"[1019, 338, 1045, 363]","(218, 344)",1.27,17.3,-2.98,4
384,1,"[577, 665, 753, 913]","(146, 753)",0,0.0,2,"[1040, 174, 1094, 285]","(246, 75)",0,0.0,1,"[1028, 334, 1052, 359]","(223, 327)",1.14,17.04,-3.37,4
385,1,"[599, 662, 755, 913]","(148, 753)",0,0.0,2,"[1040, 175, 1098, 285]","(247, 75)",0,0.0,1,"[1039, 333, 1062, 357]","(227, 310)",0.99,16.79,-3.75,4
386,1,"[627, 660, 757, 913]","(151, 753)",0,0.0,2,"[1040, 177, 1101, 286]","(248, 77)",0,0.0,1,"[1048, 332, 1071, 356]","(232, 294)",0.82,16.54,-4.13,4
387,1,"[646, 657, 757, 914]","(152, 753)",0,0.0,2,"[1043, 178, 1104, 286]","(249, 77)",0,0.0,1,"[1059, 333, 1078, 353]","(236, 277)",0.64,16.3,-4.5,4
388,1,"[657, 657, 757, 918]","(154, 755)",0,0.0,2,"[1045, 179, 1107, 286]","(250, 77)",0,0.0,1,"[1065, 327, 1093, 359]","(240, 261)",0.45,16.07,-4.88,4
389,1,"[668, 658, 760, 923]","(155, 758)",0,0.0,2,"[1048, 181, 1108, 287]","(251, 80)",0,0.0,1,"[1074, 333, 1097, 357]","(244, 246)",0.24,15.85,-5.25,4
390,1,"[677, 660, 776, 928]","(157, 760)",0,0.0,2,"[1051, 183, 1111, 287]","(252, 80)",0,0.0,1,"[1081, 334, 1105, 360]","(248, 230)",0.01,15.63,-5.62,4
391,1,"[685, 662, 792, 931]","(160, 761)",0,0.0,2,"[1054, 184, 1115, 288]","(253, 82)",0,0.0,1,"[1089, 338, 1112, 363]","(253, 215)",0.0,7.95,2.9,3
392,1,"[692, 663, 801, 932]","(161, 762)",0,0.0,2,"[1056, 186, 1116, 289]","(254, 84)",0,0.0,1,"[1093, 327, 1118, 354]","(255, 207)",0.1,7.89,2.5,4
393,1,"[700, 662, 805, 931]","(162, 761)",0,0.0,2,"[1058, 187, 1117, 291]","(254, 89)",0,0.0,1,"[1099, 321, 1118, 340]","(257, 199)",0.18,7.84,2.1,4
394,1,"[708, 661, 808, 928]","(163, 760)",0,0.0,2,"[1059, 186, 1119, 291]","(255, 89)",0,0.0,1,"[1103, 308, 1122, 329]","(259, 191)",0.25,7.79,1.71,4
395,1,"[716, 660, 816, 925]","(165, 759)",0,0.0,2,"[1061, 186, 1120, 293]","(255, 94)",0,0.0,1,"[1110, 302, 1123, 317]","(261, 183)",0.3,7.73,1.31,4
396,1,"[725, 660, 828, 924]","(166, 758)",0,0.0,2,"[1063, 183, 1121, 296]","(255, 101)",0,0.0,1,"[1080, 341, 1095, 357]","(263, 176)",0.34,7.68,0.92,4
397,1,"[733, 661, 853, 925]","(170, 759)",0,0.0,2,"[1064, 183, 1122, 299]","(256, 108)",0,0.0,1,"[1052, 380, 1067, 397]","(265, 168)",0.36,7.63,0.53,4
398,1,"[736, 663, 870, 928]","(171, 760)",0,0.0,2,"[1065, 184, 1125, 301]","(256, 112)",0,0.0,1,"[1025, 419, 1040, 436]","(267, 161)",0.37,7.58,0.13,4
399,1,"[737, 665, 878, 931]","(172, 761)",0,0.0,2,"[1066, 186, 1127, 301]","(257, 112)",0,0.0,1,"[998, 457, 1013, 474]","(269, 153)",0.36,7.53,-0.26,4
400,1,"[737, 666, 881, 930]","(173, 761)",0,0.0,2,"[1068, 199, 1129, 301]","(257, 112)",0,0.0,1,"[972, 495, 987, 511]","(271, 146)",0.33,7.48,-0.65,4
401,1,"[739, 664, 882, 928]","(173, 760)",0,0.0,2,"[1068, 206, 1132, 301]","(258, 112)",0,0.0,1,"[947, 531, 962, 547]","(273, 138)",0.29,7.43,-1.04,4
402,1,"[742, 661, 883, 925]","(173, 759)",0,0.0,2,"[1069, 211, 1127, 301]","(257, 112)",0,0.0,1,"[923, 566, 938, 582]","(275, 131)",0.23,7.38,-1.43,4
403,1,"[755, 658, 885, 919]","(174, 756)",0,0.0,2,"[1068, 214, 1121, 301]","(256, 112)",1,1.88,1,"[1130, 271, 1150, 291]","(277, 127)",0.25,21.4,5.99,0
404,1,"[770, 657, 894, 915]","(176, 754)",0,0.0,2,"[1068, 215, 1119, 301]","(255, 112)",0,0.0,1,"[877, 631, 892, 647]","(272, 148)",0.47,21.0,5.57,4
405,1,"[784, 657, 911, 911]","(179, 752)",0,0.0,2,"[1064, 216, 1118, 300]","(255, 110)",0,0.0,1,"[856, 661, 871, 677]","(267, 169)",0.68,20.62,5.15,4
406,1,"[797, 659, 934, 909]","(182, 751)",0,0.0,2,"[1066, 214, 1118, 300]","(255, 110)",0,0.0,1,"[837, 688, 852, 704]","(262, 189)",0.87,20.25,4.73,4
407,1,"[803, 664, 951, 908]","(185, 750)",0,0.0,2,"[1067, 210, 1118, 300]","(255, 110)",0,0.0,1,"[823, 708, 840, 726]","(258, 209)",1.04,19.9,4.32,4
408,1,"[805, 669, 961, 908]","(186, 750)",0,0.0,2,"[1046, 206, 1121, 301]","(251, 112)",0,0.0,1,"[849, 636, 871, 658]","(253, 229)",1.2,19.55,3.91,4
409,1,"[806, 677, 967, 910]","(186, 751)",0,0.0,2,"[1039, 202, 1123, 302]","(250, 115)",0,0.0,1,"[878, 569, 900, 591]","(249, 248)",1.34,19.22,3.51,4
410,1,"[808, 684, 969, 910]","(187, 751)",0,0.0,2,"[1035, 196, 1125, 302]","(250, 115)",0,0.0,1,"[906, 504, 928, 527]","(244, 267)",1.46,18.9,3.1,4
411,1,"[809, 689, 969, 910]","(187, 751)",0,0.0,2,"[1032, 190, 1127, 302]","(250, 115)",0,0.0,1,"[932, 443, 954, 465]","(240, 286)",1.57,18.59,2.7,4
412,1,"[809, 689, 969, 909]","(187, 751)",0,0.0,2,"[1030, 187, 1127, 301]","(249, 112)",0,0.0,1,"[956, 386, 978, 408]","(236, 305)",1.66,18.29,2.3,4
413,1,"[808, 688, 967, 907]","(186, 750)",0,0.0,2,"[1028, 185, 1125, 300]","(249, 110)",0,0.0,1,"[978, 334, 1000, 357]","(231, 323)",1.74,18.0,1.91,4
